127.0.0.1 - - [27/Feb/2019:13:34:11 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:34 +0530] "GET /CyberSecuritySecond/index.jsp?registered HTTP/1.1" 200 4798
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:34 +0530] "GET /CyberSecuritySecond/js/jquery-1.6.3.min.js HTTP/1.1" 404 1035
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:37 +0530] "GET /CyberSecuritySecond/js/jquery-1.6.3.min.js HTTP/1.1" 404 1035
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:37 +0530] "GET /CyberSecuritySecond/images/slider/02-intruder_detection.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:37 +0530] "GET /CyberSecuritySecond/images/tooplate_slider_frame.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:40 +0530] "GET /CyberSecuritySecond/login.jsp HTTP/1.1" 200 4768
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:40 +0530] "GET /CyberSecuritySecond/images/user.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:51 +0530] "POST /CyberSecuritySecond/log HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:51 +0530] "GET /CyberSecuritySecond/home.jsp?login=success HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:55 +0530] "GET /CyberSecuritySecond/images/tooplate_gototop.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:35:58 +0530] "GET /CyberSecuritySecond/upload.jsp HTTP/1.1" 200 5827
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:01 +0530] "GET /CyberSecuritySecond/received.jsp HTTP/1.1" 200 4144
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:03 +0530] "GET /CyberSecuritySecond/index.jsp HTTP/1.1" 200 4759
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:03 +0530] "GET /CyberSecuritySecond/js/jquery-1.6.3.min.js HTTP/1.1" 404 1035
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:03 +0530] "GET /CyberSecuritySecond/js/jquery-1.6.3.min.js HTTP/1.1" 404 1035
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:07 +0530] "GET /CyberSecuritySecond/login.jsp HTTP/1.1" 200 4768
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:10 +0530] "GET /CyberSecuritySecond/AdminLogin.jsp HTTP/1.1" 200 4761
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:20 +0530] "POST /CyberSecuritySecond/adminlog HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:20 +0530] "GET /CyberSecuritySecond/adminhome.jsp?success HTTP/1.1" 200 4103
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:25 +0530] "GET /CyberSecuritySecond/sent.jsp HTTP/1.1" 200 6571
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:32 +0530] "GET /CyberSecuritySecond/nor_files.jsp HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:36 +0530] "GET /CyberSecuritySecond/mal_files.jsp HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:41 +0530] "GET /CyberSecuritySecond/sent.jsp HTTP/1.1" 200 6571
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:43 +0530] "GET /CyberSecuritySecond/sent.jsp HTTP/1.1" 200 6571
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:47 +0530] "GET /CyberSecuritySecond/Filter HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:47 +0530] "GET /CyberSecuritySecond/singature_detection.jsp?filtered= HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:53 +0530] "GET /CyberSecuritySecond/AdminLogin.jsp?logout HTTP/1.1" 200 4761
0:0:0:0:0:0:0:1 - - [27/Feb/2019:13:36:56 +0530] "GET /CyberSecuritySecond/register.jsp HTTP/1.1" 200 9434
